SessionID,UserID,Platform,SessionDuration,PagesVisited,PurchaseMade,SessionStartTime
3953,720,MobileApp,189.73,4.0,1,2021-06-03 17:52:00
3954,2603,MobileApp,240.67,7.0,0,2021-06-03 17:53:00
3955,2421,Website,543.19,6.0,0,2021-06-03 17:54:00
3956,484,MobileApp,182.96,4.0,0,2021-06-03 17:55:00
3957,973,MobileApp,,,1,2021-06-03 17:56:00
3958,2671,MobileApp,342.54,6.0,0,2021-06-03 17:57:00
3959,307,MobileApp,243.22,4.0,0,2021-06-03 17:58:00
3960,457,MobileApp,148.13,9.0,0,2021-06-03 17:59:00
3961,2208,MobileApp,273.96,6.0,0,2021-06-03 18:00:00
3962,331,Website,468.0,5.0,0,2021-06-03 18:01:00
3963,2824,Website,202.49,4.0,0,2021-06-03 18:02:00
3964,225,MobileApp,285.16,5.0,0,2021-06-03 18:03:00
3965,2777,MobileApp,367.19,8.0,0,2021-06-03 18:04:00
3966,1480,MobileApp,1408.38,2.0,0,2021-06-03 18:05:00
3967,1083,MobileApp,227.73,6.0,1,2021-06-03 18:06:00
3968,644,Website,1101.45,6.0,0,2021-06-03 18:07:00
3969,616,MobileApp,47.58,10.0,1,2021-06-03 18:08:00
3970,195,MobileApp,782.46,4.0,1,2021-06-03 18:09:00
3971,489,MobileApp,681.06,5.0,0,2021-06-03 18:10:00
3972,2205,MobileApp,780.16,6.0,0,2021-06-03 18:11:00
3973,2658,Website,714.87,6.0,0,2021-06-03 18:12:00
3974,1250,Website,892.64,3.0,0,2021-06-03 18:13:00
3975,2460,MobileApp,334.63,5.0,0,2021-06-03 18:14:00
3976,1103,Website,1115.59,6.0,1,2021-06-03 18:15:00
3977,1148,Website,237.57,6.0,0,2021-06-03 18:16:00
3978,2519,Website,56.63,6.0,0,2021-06-03 18:17:00
3979,1242,Website,73.18,4.0,0,2021-06-03 18:18:00
3980,516,MobileApp,506.73,6.0,1,2021-06-03 18:19:00
3981,1626,MobileApp,636.21,3.0,1,2021-06-03 18:20:00
3982,1128,MobileApp,812.13,3.0,0,2021-06-03 18:21:00
3983,393,Website,491.64,2.0,0,2021-06-03 18:22:00
3984,631,MobileApp,256.0,5.0,0,2021-06-03 18:23:00
3985,1848,MobileApp,797.27,6.0,0,2021-06-03 18:24:00
3986,2656,,450.83,8.0,0,2021-06-03 18:25:00
3987,980,MobileApp,245.0,7.0,0,2021-06-03 18:26:00
3988,434,MobileApp,606.59,6.0,0,2021-06-03 18:27:00
3989,2588,Website,,,0,2021-06-03 18:28:00
3990,278,Website,2522.02,5.0,0,2021-06-03 18:29:00
3991,233,MobileApp,2007.43,10.0,1,2021-06-03 18:30:00
3992,1553,MobileApp,226.46,4.0,0,2021-06-03 18:31:00
3993,1595,MobileApp,68.58,2.0,1,2021-06-03 18:32:00
3994,1114,Website,184.67,5.0,0,2021-06-03 18:33:00
3995,2410,MobileApp,84.35,6.0,0,2021-06-03 18:34:00
3996,26,Website,676.91,8.0,1,2021-06-03 18:35:00
3997,1418,Website,1039.6,6.0,1,2021-06-03 18:36:00
3998,2555,Website,,,1,2021-06-03 18:37:00
3999,2315,MobileApp,,,1,2021-06-03 18:38:00
4000,461,Website,134.37,8.0,0,2021-06-03 18:39:00
4001,2504,MobileApp,957.73,7.0,1,2021-06-03 18:40:00
4002,1092,Website,216.54,2.0,0,2021-06-03 18:41:00
4003,1007,MobileApp,476.01,6.0,0,2021-06-03 18:42:00
4004,2911,MobileApp,814.4,8.0,0,2021-06-03 18:43:00
4005,1995,MobileApp,336.18,4.0,0,2021-06-03 18:44:00
4006,491,Website,123.73,3.0,1,2021-06-03 18:45:00
4007,1073,Website,1737.53,7.0,0,2021-06-03 18:46:00
4008,2612,MobileApp,124.43,6.0,0,2021-06-03 18:47:00
4009,216,Website,1398.71,3.0,0,2021-06-03 18:48:00
4010,1724,Website,665.78,5.0,0,2021-06-03 18:49:00
4011,1593,MobileApp,1050.43,6.0,0,2021-06-03 18:50:00
4012,2607,MobileApp,721.3,4.0,0,2021-06-03 18:51:00
4013,159,Website,129.38,4.0,0,2021-06-03 18:52:00
4014,2537,Website,88.25,3.0,0,2021-06-03 18:53:00
4015,686,MobileApp,255.24,7.0,1,2021-06-03 18:54:00
4016,2842,MobileApp,42.33,5.0,1,2021-06-03 18:55:00
4017,1777,Website,492.28,5.0,1,2021-06-03 18:56:00
4018,2053,Website,513.63,5.0,0,2021-06-03 18:57:00
4019,1844,MobileApp,373.33,5.0,0,2021-06-03 18:58:00
4020,2409,Website,183.65,1.0,0,2021-06-03 18:59:00
4021,2507,MobileApp,568.63,4.0,1,2021-06-03 19:00:00
4022,2296,MobileApp,216.93,6.0,1,2021-06-03 19:01:00
4023,1590,Website,460.63,9.0,0,2021-06-03 19:02:00
4024,1697,MobileApp,207.75,5.0,0,2021-06-03 19:03:00
4025,2994,Website,,,1,2021-06-03 19:04:00
4026,2470,Website,2337.9,7.0,1,2021-06-03 19:05:00
4027,1947,MobileApp,868.86,6.0,1,2021-06-03 19:06:00
4028,2063,MobileApp,136.32,2.0,0,2021-06-03 19:07:00
4029,2784,Website,1421.76,4.0,1,2021-06-03 19:08:00
4030,1146,Website,713.38,3.0,0,2021-06-03 19:09:00
4031,2325,Website,354.68,7.0,0,2021-06-03 19:10:00
4032,1582,Website,404.42,6.0,0,2021-06-03 19:11:00
4033,2501,MobileApp,568.93,5.0,1,2021-06-03 19:12:00
4034,2646,MobileApp,1405.63,2.0,1,2021-06-03 19:13:00
4035,2494,Website,659.1,4.0,0,2021-06-03 19:14:00
4036,2258,Website,252.74,1.0,0,2021-06-03 19:15:00
4037,2762,Website,353.3,4.0,1,2021-06-03 19:16:00
4038,2350,Website,257.72,9.0,0,2021-06-03 19:17:00
4039,1933,Website,583.09,5.0,1,2021-06-03 19:18:00
4040,1758,Website,701.36,3.0,1,2021-06-03 19:19:00
4041,2051,Website,707.02,4.0,0,2021-06-03 19:20:00
4042,990,MobileApp,1133.52,4.0,1,2021-06-03 19:21:00
4043,1542,MobileApp,678.45,5.0,0,2021-06-03 19:22:00
4044,1117,Website,173.51,4.0,1,2021-06-03 19:23:00
4045,2568,MobileApp,1176.17,7.0,1,2021-06-03 19:24:00
4046,493,MobileApp,409.44,6.0,0,2021-06-03 19:25:00
4047,620,,453.24,7.0,0,2021-06-03 19:26:00
4048,2379,MobileApp,336.66,7.0,0,2021-06-03 19:27:00
4049,2381,MobileApp,229.21,6.0,0,2021-06-03 19:28:00
4050,2098,MobileApp,245.5,9.0,0,2021-06-03 19:29:00
4051,1547,Website,897.19,2.0,0,2021-06-03 19:30:00
4052,863,MobileApp,491.27,3.0,1,2021-06-03 19:31:00
4053,1692,MobileApp,345.64,3.0,0,2021-06-03 19:32:00
4054,1606,MobileApp,1149.19,0.0,0,2021-06-03 19:33:00
4055,2320,MobileApp,678.97,2.0,0,2021-06-03 19:34:00
4056,580,Website,379.62,5.0,0,2021-06-03 19:35:00
4057,1891,MobileApp,,,0,2021-06-03 19:36:00
4058,1276,Website,1069.84,8.0,0,2021-06-03 19:37:00
4059,2608,MobileApp,347.81,2.0,0,2021-06-03 19:38:00
4060,2744,MobileApp,280.92,6.0,0,2021-06-03 19:39:00
4061,1856,MobileApp,747.76,5.0,0,2021-06-03 19:40:00
4062,2494,MobileApp,330.61,10.0,0,2021-06-03 19:41:00
4063,1356,Website,496.97,3.0,1,2021-06-03 19:42:00
4064,1163,MobileApp,426.01,4.0,0,2021-06-03 19:43:00
4065,357,Website,509.86,3.0,0,2021-06-03 19:44:00
4066,1625,MobileApp,1321.1,10.0,0,2021-06-03 19:45:00
4067,2322,Website,502.15,3.0,1,2021-06-03 19:46:00
4068,2007,Website,816.06,9.0,0,2021-06-03 19:47:00
4069,2359,MobileApp,530.02,8.0,0,2021-06-03 19:48:00
4070,870,MobileApp,492.24,3.0,1,2021-06-03 19:49:00
4071,886,Website,183.98,7.0,0,2021-06-03 19:50:00
4072,2002,MobileApp,85.51,7.0,0,2021-06-03 19:51:00
4073,2202,MobileApp,243.89,1.0,1,2021-06-03 19:52:00
4074,1414,Website,60.43,6.0,0,2021-06-03 19:53:00
4075,1284,MobileApp,255.1,5.0,0,2021-06-03 19:54:00
4076,620,Website,498.16,3.0,1,2021-06-03 19:55:00
4077,883,MobileApp,308.05,5.0,0,2021-06-03 19:56:00
4078,797,Website,73.64,4.0,1,2021-06-03 19:57:00
4079,2173,MobileApp,2721.04,6.0,0,2021-06-03 19:58:00
4080,1297,Website,440.63,3.0,0,2021-06-03 19:59:00
4081,619,Website,431.35,6.0,0,2021-06-03 20:00:00
4082,1835,MobileApp,1084.81,6.0,1,2021-06-03 20:01:00
4083,245,MobileApp,968.74,1.0,1,2021-06-03 20:02:00
4084,2896,MobileApp,431.52,6.0,1,2021-06-03 20:03:00
4085,2498,MobileApp,467.25,2.0,1,2021-06-03 20:04:00
4086,930,MobileApp,1570.94,6.0,0,2021-06-03 20:05:00
4087,1271,Website,437.09,4.0,1,2021-06-03 20:06:00
4088,520,Website,927.49,4.0,1,2021-06-03 20:07:00
4089,2410,Website,286.06,7.0,0,2021-06-03 20:08:00
4090,8,Website,206.08,7.0,0,2021-06-03 20:09:00
4091,2526,MobileApp,686.92,4.0,0,2021-06-03 20:10:00
4092,2020,Website,917.56,6.0,1,2021-06-03 20:11:00
4093,495,Website,148.04,10.0,1,2021-06-03 20:12:00
4094,1630,Website,664.57,4.0,1,2021-06-03 20:13:00
4095,2881,Website,296.07,6.0,0,2021-06-03 20:14:00
4096,1063,Website,34.08,6.0,0,2021-06-03 20:15:00
4097,2641,MobileApp,158.71,6.0,0,2021-06-03 20:16:00
4098,187,Website,337.59,8.0,0,2021-06-03 20:17:00
4099,2802,MobileApp,912.48,7.0,0,2021-06-03 20:18:00
4100,1878,MobileApp,749.85,5.0,0,2021-06-03 20:19:00
4101,2141,MobileApp,,,1,2021-06-03 20:20:00
4102,86,MobileApp,694.31,5.0,1,2021-06-03 20:21:00
4103,137,MobileApp,222.07,4.0,0,2021-06-03 20:22:00
4104,2469,MobileApp,646.11,5.0,1,2021-06-03 20:23:00
4105,2122,Website,240.28,6.0,0,2021-06-03 20:24:00
4106,1637,MobileApp,1490.11,6.0,1,2021-06-03 20:25:00
4107,2219,Website,261.74,2.0,0,2021-06-03 20:26:00
4108,1752,Website,356.85,5.0,0,2021-06-03 20:27:00
4109,2218,Website,222.07,10.0,0,2021-06-03 20:28:00
4110,1788,MobileApp,701.16,4.0,0,2021-06-03 20:29:00
4111,872,Website,213.75,6.0,0,2021-06-03 20:30:00
4112,2370,MobileApp,73.72,3.0,1,2021-06-03 20:31:00
4113,2504,MobileApp,612.66,4.0,1,2021-06-03 20:32:00
4114,944,Website,593.38,7.0,0,2021-06-03 20:33:00
4115,1627,Website,177.08,9.0,0,2021-06-03 20:34:00
4116,2838,MobileApp,227.42,7.0,0,2021-06-03 20:35:00
4117,2661,Website,387.19,5.0,0,2021-06-03 20:36:00
4118,2937,Website,728.15,1.0,0,2021-06-03 20:37:00
4119,349,Website,1756.73,4.0,1,2021-06-03 20:38:00
4120,1677,MobileApp,724.56,5.0,1,2021-06-03 20:39:00
4121,1197,MobileApp,788.96,3.0,1,2021-06-03 20:40:00
4122,10,Website,1319.98,6.0,0,2021-06-03 20:41:00
4123,2788,MobileApp,820.72,8.0,1,2021-06-03 20:42:00
4124,1462,MobileApp,1448.86,4.0,0,2021-06-03 20:43:00
4125,667,Website,511.13,4.0,0,2021-06-03 20:44:00
4126,2594,Website,597.84,3.0,0,2021-06-03 20:45:00
4127,1523,MobileApp,225.07,4.0,1,2021-06-03 20:46:00
4128,2177,MobileApp,183.84,5.0,1,2021-06-03 20:47:00
4129,601,MobileApp,305.06,6.0,1,2021-06-03 20:48:00
4130,2653,Website,842.05,3.0,1,2021-06-03 20:49:00
4131,327,MobileApp,874.88,8.0,1,2021-06-03 20:50:00
4132,980,MobileApp,473.64,3.0,0,2021-06-03 20:51:00
4133,2452,Website,1027.55,2.0,1,2021-06-03 20:52:00
4134,629,MobileApp,334.22,7.0,0,2021-06-03 20:53:00
4135,1630,Website,164.87,5.0,1,2021-06-03 20:54:00
4136,2766,Website,729.25,1.0,1,2021-06-03 20:55:00
4137,274,Website,576.0,5.0,1,2021-06-03 20:56:00
4138,685,MobileApp,589.27,5.0,0,2021-06-03 20:57:00
4139,116,MobileApp,1488.29,9.0,0,2021-06-03 20:58:00
4140,861,MobileApp,586.49,5.0,0,2021-06-03 20:59:00
4141,2004,MobileApp,943.63,3.0,0,2021-06-03 21:00:00
4142,693,Website,10.05,8.0,1,2021-06-03 21:01:00
4143,1106,MobileApp,573.77,3.0,0,2021-06-03 21:02:00
4144,2372,MobileApp,125.95,6.0,0,2021-06-03 21:03:00
4145,2162,MobileApp,405.04,9.0,1,2021-06-03 21:04:00
4146,1793,Website,316.82,3.0,1,2021-06-03 21:05:00
4147,154,MobileApp,,,0,2021-06-03 21:06:00
4148,1901,Website,1338.36,4.0,0,2021-06-03 21:07:00
4149,1428,MobileApp,1424.11,4.0,1,2021-06-03 21:08:00
4150,1290,MobileApp,547.57,5.0,0,2021-06-03 21:09:00
4151,315,MobileApp,45.95,2.0,0,2021-06-03 21:10:00
4152,1065,Website,664.66,1.0,1,2021-06-03 21:11:00
4153,105,Website,346.77,5.0,0,2021-06-03 21:12:00
4154,1925,Website,527.66,5.0,0,2021-06-03 21:13:00
4155,1914,MobileApp,200.06,3.0,0,2021-06-03 21:14:00
4156,1217,MobileApp,1267.34,3.0,0,2021-06-03 21:15:00
4157,1425,MobileApp,828.74,6.0,0,2021-06-03 21:16:00
4158,2402,Website,403.32,2.0,0,2021-06-03 21:17:00
4159,1773,Website,244.05,5.0,1,2021-06-03 21:18:00
4160,1961,Website,904.33,6.0,0,2021-06-03 21:19:00
4161,2781,Website,1032.17,5.0,1,2021-06-03 21:20:00
4162,1604,MobileApp,345.94,8.0,0,2021-06-03 21:21:00
4163,709,MobileApp,,,1,2021-06-03 21:22:00
4164,651,,550.29,3.0,0,2021-06-03 21:23:00
4165,2872,Website,644.33,2.0,0,2021-06-03 21:24:00
4166,947,Website,,,1,2021-06-03 21:25:00
4167,661,Website,964.2,2.0,0,2021-06-03 21:26:00
4168,2147,MobileApp,415.73,4.0,1,2021-06-03 21:27:00
4169,2636,MobileApp,1133.74,8.0,1,2021-06-03 21:28:00
4170,2330,Website,1147.08,5.0,1,2021-06-03 21:29:00
4171,2451,Website,1080.5,6.0,1,2021-06-03 21:30:00
4172,1133,MobileApp,118.11,5.0,0,2021-06-03 21:31:00
4173,700,MobileApp,154.79,4.0,0,2021-06-03 21:32:00
4174,2247,Website,,,0,2021-06-03 21:33:00
4175,2039,MobileApp,868.44,2.0,0,2021-06-03 21:34:00
4176,2375,Website,182.61,1.0,0,2021-06-03 21:35:00
4177,2202,MobileApp,460.94,4.0,1,2021-06-03 21:36:00
4178,552,Website,1002.98,3.0,0,2021-06-03 21:37:00
4179,405,Website,720.87,4.0,0,2021-06-03 21:38:00
4180,462,Website,855.84,1.0,1,2021-06-03 21:39:00
4181,2180,Website,639.96,3.0,0,2021-06-03 21:40:00
4182,2839,MobileApp,744.32,7.0,0,2021-06-03 21:41:00
4183,874,MobileApp,,,1,2021-06-03 21:42:00
4184,84,MobileApp,409.16,3.0,0,2021-06-03 21:43:00
4185,1423,MobileApp,537.01,5.0,0,2021-06-03 21:44:00
4186,2802,Website,965.49,1.0,1,2021-06-03 21:45:00
4187,2676,Website,,,0,2021-06-03 21:46:00
4188,221,MobileApp,370.92,6.0,0,2021-06-03 21:47:00
4189,2601,MobileApp,170.24,4.0,1,2021-06-03 21:48:00
4190,1392,Website,412.45,4.0,0,2021-06-03 21:49:00
4191,112,Website,173.48,10.0,0,2021-06-03 21:50:00
4192,615,MobileApp,1071.74,5.0,0,2021-06-03 21:51:00
4193,1582,Website,449.22,8.0,0,2021-06-03 21:52:00
4194,2972,MobileApp,205.15,7.0,0,2021-06-03 21:53:00
4195,475,MobileApp,973.59,3.0,0,2021-06-03 21:54:00
4196,2884,Website,210.66,5.0,0,2021-06-03 21:55:00
4197,1914,Website,146.36,3.0,0,2021-06-03 21:56:00
4198,271,MobileApp,67.07,5.0,0,2021-06-03 21:57:00
4199,2469,Website,85.1,3.0,0,2021-06-03 21:58:00
4200,1921,Website,,,0,2021-06-03 21:59:00
4201,2755,MobileApp,478.49,2.0,0,2021-06-03 22:00:00
4202,1391,MobileApp,749.95,4.0,1,2021-06-03 22:01:00
4203,40,Website,544.94,1.0,0,2021-06-03 22:02:00
4204,1983,MobileApp,522.51,3.0,0,2021-06-03 22:03:00
4205,2237,MobileApp,194.33,1.0,0,2021-06-03 22:04:00
4206,994,Website,1004.81,11.0,0,2021-06-03 22:05:00
4207,2013,Website,617.64,3.0,0,2021-06-03 22:06:00
4208,2584,MobileApp,417.76,5.0,1,2021-06-03 22:07:00
4209,290,Website,566.48,5.0,0,2021-06-03 22:08:00
4210,2481,Website,806.6,7.0,1,2021-06-03 22:09:00
4211,2519,MobileApp,174.29,7.0,0,2021-06-03 22:10:00
4212,2676,MobileApp,265.14,1.0,1,2021-06-03 22:11:00
4213,279,MobileApp,49.84,2.0,0,2021-06-03 22:12:00
4214,2925,MobileApp,465.29,5.0,0,2021-06-03 22:13:00
4215,581,Website,681.88,4.0,0,2021-06-03 22:14:00
4216,863,Website,628.85,9.0,0,2021-06-03 22:15:00
4217,254,MobileApp,812.41,9.0,0,2021-06-03 22:16:00
4218,181,MobileApp,766.44,5.0,0,2021-06-03 22:17:00
4219,681,MobileApp,487.82,8.0,0,2021-06-03 22:18:00
4220,825,Website,725.43,7.0,1,2021-06-03 22:19:00
4221,700,MobileApp,1350.29,7.0,0,2021-06-03 22:20:00
4222,2614,Website,948.69,5.0,1,2021-06-03 22:21:00
4223,1350,Website,899.67,1.0,0,2021-06-03 22:22:00
4224,1381,Website,348.62,4.0,0,2021-06-03 22:23:00
4225,1674,Website,379.58,2.0,1,2021-06-03 22:24:00
4226,2728,MobileApp,1028.11,5.0,0,2021-06-03 22:25:00
4227,2439,Website,165.87,2.0,0,2021-06-03 22:26:00
4228,1639,Website,522.09,7.0,0,2021-06-03 22:27:00
4229,1958,Website,943.79,5.0,0,2021-06-03 22:28:00
4230,212,MobileApp,531.36,8.0,0,2021-06-03 22:29:00
4231,1539,MobileApp,442.03,6.0,1,2021-06-03 22:30:00
4232,384,MobileApp,808.96,3.0,1,2021-06-03 22:31:00
4233,1715,Website,680.6,4.0,0,2021-06-03 22:32:00
4234,342,MobileApp,893.39,6.0,0,2021-06-03 22:33:00
4235,1839,Website,1756.92,5.0,0,2021-06-03 22:34:00
4236,1988,Website,401.15,5.0,1,2021-06-03 22:35:00
4237,844,MobileApp,755.14,3.0,0,2021-06-03 22:36:00
4238,1535,Website,406.5,2.0,0,2021-06-03 22:37:00
4239,420,Website,172.61,7.0,1,2021-06-03 22:38:00
4240,2799,Website,449.47,3.0,0,2021-06-03 22:39:00
4241,1989,Website,124.72,4.0,0,2021-06-03 22:40:00
4242,1933,Website,203.31,5.0,0,2021-06-03 22:41:00
4243,1850,Website,735.45,6.0,0,2021-06-03 22:42:00
4244,306,Website,685.13,10.0,1,2021-06-03 22:43:00
4245,2750,MobileApp,1171.29,5.0,1,2021-06-03 22:44:00
4246,869,MobileApp,1034.13,3.0,0,2021-06-03 22:45:00
4247,2585,MobileApp,262.3,5.0,0,2021-06-03 22:46:00
4248,1136,MobileApp,817.28,2.0,1,2021-06-03 22:47:00
4249,1435,MobileApp,680.32,6.0,1,2021-06-03 22:48:00
4250,206,MobileApp,338.16,4.0,0,2021-06-03 22:49:00
4251,496,Website,574.97,2.0,1,2021-06-03 22:50:00
4252,1910,MobileApp,245.86,6.0,0,2021-06-03 22:51:00
4253,2552,Website,1107.04,2.0,0,2021-06-03 22:52:00
4254,1046,Website,709.0,0.0,0,2021-06-03 22:53:00
4255,213,Website,1189.69,3.0,0,2021-06-03 22:54:00
4256,310,MobileApp,503.9,1.0,0,2021-06-03 22:55:00
4257,2709,MobileApp,246.63,5.0,0,2021-06-03 22:56:00
4258,1992,Website,80.63,2.0,1,2021-06-03 22:57:00
4259,2801,MobileApp,,,0,2021-06-03 22:58:00
4260,272,MobileApp,281.5,7.0,1,2021-06-03 22:59:00
4261,1823,Website,816.23,8.0,0,2021-06-03 23:00:00
4262,2986,Website,594.85,4.0,0,2021-06-03 23:01:00
4263,2080,Website,925.45,10.0,1,2021-06-03 23:02:00
4264,443,MobileApp,324.2,7.0,0,2021-06-03 23:03:00
4265,2210,Website,992.32,7.0,0,2021-06-03 23:04:00
4266,2815,Website,434.09,7.0,1,2021-06-03 23:05:00
4267,254,Website,263.43,5.0,0,2021-06-03 23:06:00
4268,521,MobileApp,85.44,6.0,1,2021-06-03 23:07:00
4269,977,MobileApp,160.95,7.0,0,2021-06-03 23:08:00
4270,10,Website,295.01,1.0,0,2021-06-03 23:09:00
4271,2774,MobileApp,564.8,5.0,1,2021-06-03 23:10:00
4272,2553,Website,252.76,5.0,0,2021-06-03 23:11:00
4273,2833,Website,1831.68,4.0,0,2021-06-03 23:12:00
4274,1584,MobileApp,784.01,5.0,0,2021-06-03 23:13:00
4275,2484,MobileApp,194.46,8.0,0,2021-06-03 23:14:00
4276,1135,Website,338.57,8.0,1,2021-06-03 23:15:00
4277,153,Website,377.25,2.0,1,2021-06-03 23:16:00
4278,1659,MobileApp,625.23,7.0,0,2021-06-03 23:17:00
4279,2965,MobileApp,89.67,5.0,0,2021-06-03 23:18:00
4280,2917,MobileApp,1441.66,9.0,0,2021-06-03 23:19:00
4281,2801,MobileApp,1751.1,4.0,0,2021-06-03 23:20:00
4282,1857,MobileApp,684.04,6.0,0,2021-06-03 23:21:00
4283,1215,MobileApp,1165.46,5.0,1,2021-06-03 23:22:00
4284,1753,MobileApp,583.29,6.0,0,2021-06-03 23:23:00
4285,2611,MobileApp,385.18,6.0,0,2021-06-03 23:24:00
4286,1105,Website,204.03,2.0,0,2021-06-03 23:25:00
4287,2537,Website,669.03,9.0,0,2021-06-03 23:26:00
4288,895,Website,504.89,8.0,0,2021-06-03 23:27:00
4289,1112,MobileApp,836.23,9.0,0,2021-06-03 23:28:00
4290,104,Website,229.79,4.0,0,2021-06-03 23:29:00
4291,1915,Website,764.47,5.0,1,2021-06-03 23:30:00
4292,1007,Website,321.67,2.0,0,2021-06-03 23:31:00
4293,407,Website,,,0,2021-06-03 23:32:00
4294,1402,MobileApp,300.62,3.0,0,2021-06-03 23:33:00
4295,167,Website,,,1,2021-06-03 23:34:00
4296,509,Website,636.79,5.0,1,2021-06-03 23:35:00
4297,1662,MobileApp,821.93,4.0,1,2021-06-03 23:36:00
4298,2361,MobileApp,128.47,6.0,0,2021-06-03 23:37:00
4299,763,Website,284.0,7.0,1,2021-06-03 23:38:00
4300,681,Website,755.79,6.0,1,2021-06-03 23:39:00
4301,2525,MobileApp,851.75,5.0,0,2021-06-03 23:40:00
4302,2121,Website,595.91,8.0,0,2021-06-03 23:41:00
4303,1165,MobileApp,465.98,4.0,0,2021-06-03 23:42:00
4304,582,Website,237.75,5.0,1,2021-06-03 23:43:00
4305,262,Website,148.46,7.0,0,2021-06-03 23:44:00
4306,1364,Website,382.05,2.0,1,2021-06-03 23:45:00
4307,1332,Website,389.51,2.0,0,2021-06-03 23:46:00
4308,2293,MobileApp,455.45,5.0,1,2021-06-03 23:47:00
4309,1539,MobileApp,646.91,0.0,1,2021-06-03 23:48:00
4310,561,MobileApp,619.0,3.0,1,2021-06-03 23:49:00
4311,1100,MobileApp,736.44,7.0,0,2021-06-03 23:50:00
4312,1904,MobileApp,485.11,7.0,0,2021-06-03 23:51:00
4313,175,MobileApp,231.67,2.0,0,2021-06-03 23:52:00
4314,2157,MobileApp,1510.55,7.0,1,2021-06-03 23:53:00
4315,2231,Website,174.76,5.0,0,2021-06-03 23:54:00
4316,192,Website,236.58,8.0,1,2021-06-03 23:55:00
4317,65,MobileApp,612.31,5.0,1,2021-06-03 23:56:00
4318,1498,MobileApp,318.9,6.0,0,2021-06-03 23:57:00
4319,1568,MobileApp,1183.66,3.0,0,2021-06-03 23:58:00
4320,2912,MobileApp,489.23,8.0,1,2021-06-03 23:59:00
4321,1152,Website,726.31,5.0,0,2021-06-04 00:00:00
4322,1938,MobileApp,425.83,9.0,1,2021-06-04 00:01:00
4323,369,MobileApp,113.19,5.0,0,2021-06-04 00:02:00
4324,851,Website,1999.62,6.0,0,2021-06-04 00:03:00
4325,43,MobileApp,588.07,4.0,0,2021-06-04 00:04:00
4326,1908,MobileApp,231.29,6.0,0,2021-06-04 00:05:00
4327,2536,MobileApp,463.88,8.0,1,2021-06-04 00:06:00
4328,78,MobileApp,838.09,6.0,0,2021-06-04 00:07:00
4329,2874,Website,87.02,8.0,1,2021-06-04 00:08:00
4330,1825,Website,491.5,6.0,0,2021-06-04 00:09:00
4331,1294,MobileApp,379.49,3.0,0,2021-06-04 00:10:00
4332,674,Website,179.25,2.0,1,2021-06-04 00:11:00
4333,701,MobileApp,852.73,5.0,0,2021-06-04 00:12:00
4334,759,Website,245.6,1.0,0,2021-06-04 00:13:00
4335,1924,MobileApp,1113.77,0.0,0,2021-06-04 00:14:00
4336,2776,Website,325.72,2.0,0,2021-06-04 00:15:00
4337,2973,Website,761.04,4.0,0,2021-06-04 00:16:00
4338,902,MobileApp,604.12,3.0,1,2021-06-04 00:17:00
4339,2937,MobileApp,555.86,6.0,0,2021-06-04 00:18:00
4340,993,MobileApp,469.32,3.0,0,2021-06-04 00:19:00
4341,1192,MobileApp,534.04,6.0,0,2021-06-04 00:20:00
4342,2387,Website,756.97,8.0,0,2021-06-04 00:21:00
4343,2241,Website,1143.78,10.0,0,2021-06-04 00:22:00
4344,1477,Website,318.63,5.0,0,2021-06-04 00:23:00
4345,2331,MobileApp,1790.69,6.0,0,2021-06-04 00:24:00
4346,390,Website,925.29,3.0,0,2021-06-04 00:25:00
4347,1000,MobileApp,679.12,7.0,0,2021-06-04 00:26:00
4348,525,Website,643.97,4.0,1,2021-06-04 00:27:00
4349,1856,Website,55.66,7.0,1,2021-06-04 00:28:00
4350,1507,MobileApp,1739.52,6.0,0,2021-06-04 00:29:00
4351,659,MobileApp,797.25,4.0,0,2021-06-04 00:30:00
4352,2764,Website,221.27,3.0,0,2021-06-04 00:31:00
4353,891,Website,121.88,4.0,0,2021-06-04 00:32:00
4354,1482,Website,810.99,5.0,0,2021-06-04 00:33:00
4355,452,Website,332.98,10.0,1,2021-06-04 00:34:00
4356,2476,MobileApp,456.2,7.0,0,2021-06-04 00:35:00
4357,1538,Website,441.51,7.0,0,2021-06-04 00:36:00
4358,883,Website,454.83,4.0,0,2021-06-04 00:37:00
4359,313,MobileApp,103.26,5.0,0,2021-06-04 00:38:00
4360,840,MobileApp,1036.51,6.0,0,2021-06-04 00:39:00
4361,2567,Website,322.21,8.0,0,2021-06-04 00:40:00
4362,375,Website,396.58,2.0,0,2021-06-04 00:41:00
4363,451,Website,265.07,5.0,1,2021-06-04 00:42:00
4364,595,Website,871.39,6.0,0,2021-06-04 00:43:00
4365,1234,MobileApp,260.15,2.0,0,2021-06-04 00:44:00
4366,500,MobileApp,197.43,2.0,0,2021-06-04 00:45:00
4367,464,Website,770.16,5.0,0,2021-06-04 00:46:00
4368,113,MobileApp,384.06,0.0,0,2021-06-04 00:47:00
4369,1036,Website,633.44,4.0,1,2021-06-04 00:48:00
4370,2379,Website,303.98,11.0,0,2021-06-04 00:49:00
4371,1925,MobileApp,202.98,2.0,0,2021-06-04 00:50:00
4372,140,Website,351.92,6.0,0,2021-06-04 00:51:00
4373,1425,Website,929.21,2.0,1,2021-06-04 00:52:00
