Age,Annual_Income,Credit_Score,Total_Purchase,Account_Age,Has_Defaulted
54,99009,608,98,18,0
65,85955,839,68,1,0
67,54646,784,74,7,0
24,122608,649,41,5,0
41,63789,553,7,14,1
30,117100,405,63,28,1
49,140472,830,66,12,0
53,108156,604,21,27,1
53,115059,643,27,11,0
54,88153,690,43,16,0
45,132559,697,99,19,1
26,46143,839,34,13,0
48,115142,333,65,3,0
36,76898,369,38,18,1
62,75497,561,65,9,0
54,53937,828,12,19,1
42,35937,481,59,29,0
63,35300,371,30,28,0
61,33671,491,84,25,0
54,69940,803,52,9,0
37,34842,557,41,28,1
19,131874,769,24,29,1
66,137760,318,36,8,1
26,124457,793,46,12,1
41,69266,465,37,10,1
60,104496,442,76,29,0
47,127270,594,88,14,1
68,74460,385,21,16,1
24,149227,847,39,16,0
41,45208,390,8,16,1
60,121312,317,44,5,1
22,128939,325,2,16,1
48,46052,437,19,28,1
26,34902,379,84,27,0
44,104648,634,52,23,1
53,32718,477,18,14,0
67,119440,558,27,23,0
42,145088,538,50,5,1
48,79552,673,76,2,0
68,122715,739,49,10,0
39,66763,791,20,21,1
63,147724,618,79,18,0
50,97889,481,51,9,1
44,144395,324,41,19,0
40,85045,837,82,16,0
36,73535,736,86,5,0
27,77217,817,6,25,1
47,66189,463,9,25,0
28,138991,730,26,25,0
48,99781,425,44,9,1
57,77703,603,52,17,1
60,146640,567,51,13,0
48,85880,494,46,24,1
43,125868,319,50,18,1
27,133933,496,5,23,0
65,35391,511,42,15,0
27,108483,326,98,26,1
29,71035,743,39,23,0
31,97256,570,79,22,0
44,68408,794,16,9,0
53,114552,482,57,24,0
24,122357,681,54,5,1
38,43842,360,6,5,0
21,63974,661,62,11,0
31,49726,475,98,6,0
51,95223,639,74,29,0
45,90586,690,64,4,1
69,123556,348,51,16,0
54,109483,635,3,1,0
51,69229,568,57,23,1
37,86557,564,93,9,1
58,118882,570,33,17,1
31,48821,556,92,9,1
18,87578,315,44,29,0
65,145139,813,5,22,1
69,54127,757,80,15,1
27,97965,356,77,2,0
24,132601,843,91,13,1
39,71588,317,78,24,0
48,47958,650,88,2,0
63,76836,427,91,2,1
22,37608,663,82,11,1
64,142023,602,42,24,1
59,121516,644,82,13,0
37,113664,763,88,14,0
36,131314,439,77,5,0
49,49120,645,2,24,1
24,53399,366,42,9,0
29,148934,842,12,18,0
51,122575,683,28,6,1
35,88305,489,3,27,1
55,111284,454,71,13,0
59,37547,305,44,9,0
32,100705,767,76,14,0
50,52069,622,99,25,0
18,143831,689,17,21,1
36,136313,628,50,20,0
59,111179,757,17,8,0
21,104384,326,28,3,1
39,103982,697,44,8,0
54,81360,437,17,19,1
52,79499,574,73,22,1
42,90032,428,13,12,1
51,95398,519,22,27,0
26,42613,835,48,8,1
30,142636,642,78,6,1
68,92645,600,66,15,0
18,141352,445,88,11,0
51,99329,784,90,11,0
53,128470,679,5,27,1
37,66983,683,26,20,0
24,63630,366,72,20,0
41,45141,457,7,7,1
50,45840,582,41,23,0
36,142982,456,68,20,0
50,62190,676,16,19,1
27,58997,773,41,14,1
41,81964,712,71,16,0
58,58410,657,7,10,0
30,64867,807,5,22,1
51,75724,643,53,6,1
24,134983,652,13,24,1
33,73746,372,48,24,1
52,99795,313,79,4,1
34,65270,587,61,1,1
53,106315,398,30,27,1
24,101063,808,50,23,1
50,147905,516,23,7,1
30,121120,683,69,7,1
24,106414,688,56,21,0
49,107968,769,89,6,1
69,110904,446,69,1,0
63,121123,655,72,27,0
35,97188,655,23,23,1
41,71576,799,14,28,0
40,77397,310,68,29,0
38,50726,490,81,18,0
24,68521,402,29,14,1
57,59849,619,25,14,1
37,80298,449,86,11,0
26,90371,768,83,7,1
24,59993,832,49,24,1
41,139807,366,61,8,0
36,39707,640,63,26,0
48,93141,375,73,16,1
63,116506,610,7,22,0
24,92336,763,33,10,1
41,72618,765,85,10,1
31,30779,467,50,2,1
53,91614,504,59,18,0
58,105773,361,64,4,0
56,103850,715,16,10,1
34,34418,809,10,29,1
65,61119,411,55,10,0
56,85097,849,54,29,1
51,105415,366,81,1,0
18,135202,634,52,27,0
59,41357,825,59,7,0
19,93482,752,69,9,0
55,81360,797,31,15,0
66,125304,750,90,13,1
23,133660,381,37,20,1
49,148255,518,93,24,0
19,148371,503,37,29,1
18,69590,395,70,14,0
29,115557,617,87,28,0
30,89479,822,2,5,0
37,107185,748,77,12,0
38,43341,559,59,16,1
36,118762,758,82,24,0
56,56488,707,34,4,0
40,52656,805,80,23,1
30,30348,364,9,28,0
39,135521,763,86,13,1
36,89550,685,83,7,0
69,40648,313,8,7,0
63,36310,348,85,8,1
30,93349,433,99,19,1
61,103090,343,52,11,0
46,48315,506,48,24,0
63,122602,753,89,26,1
56,90251,840,51,23,0
29,62315,694,29,11,0
31,44542,486,33,4,0
56,31259,438,21,25,0
36,115045,390,36,1,0
58,129524,599,45,20,0
41,111095,512,31,14,0
62,30580,354,40,7,0
37,63125,606,99,21,1
20,67776,413,47,11,0
51,135030,641,31,23,0
45,84374,843,42,25,0
27,34605,520,64,12,0
20,88074,776,16,1,1
30,106253,842,24,5,0
61,76405,699,37,17,0
56,127078,447,41,26,1
35,111073,805,93,3,0
64,60313,448,88,28,1
35,141673,545,10,23,0
42,90865,381,82,1,1
68,116314,755,32,17,1
64,63283,595,85,24,1
54,107434,678,87,12,1
29,48594,327,57,12,0
24,139847,741,39,16,0
54,85483,330,70,23,0
53,81639,396,83,4,0
48,60342,713,26,10,0
34,72419,757,25,5,1
30,127006,557,97,3,1
52,143189,611,63,14,1
64,49775,750,37,8,1
40,126458,351,61,11,1
24,115096,590,32,16,1
63,93737,526,15,18,0
61,140780,320,67,5,1
23,121496,820,19,12,1
36,112584,379,84,22,0
33,140619,789,45,26,1
49,99392,420,2,20,1
58,103729,666,47,1,0
36,49209,378,1,4,1
39,30978,603,87,17,0
27,109719,839,6,7,1
20,66037,483,2,25,0
32,141399,496,35,6,1
32,67718,790,63,19,0
24,83388,618,10,13,1
50,40928,776,4,11,0
54,131202,799,2,19,0
43,108431,618,23,21,0
23,68862,725,42,15,1
60,80410,692,5,29,1
26,81175,357,47,20,0
24,114986,443,24,1,1
38,132848,823,29,17,1
31,60686,392,34,24,0
47,75218,469,75,6,1
21,118736,530,41,8,0
32,103974,323,16,27,0
23,86809,333,25,25,1
35,86473,643,69,4,0
44,136121,303,99,1,0
57,145718,316,72,5,1
52,86003,633,68,14,0
25,103848,566,93,27,1
56,75908,506,55,18,1
50,35428,413,64,21,0
28,111176,520,71,22,0
22,58786,544,11,18,1
62,128727,354,32,25,1
59,34655,464,21,15,1
52,69383,565,45,13,1
35,68650,331,66,27,1
33,145587,701,30,19,0
51,63350,304,40,20,1
37,76789,708,31,13,1
67,117586,305,77,12,1
20,78488,786,13,11,1
68,129913,463,60,28,0
43,40166,624,20,6,1
58,48976,660,81,18,1
42,82129,562,12,12,1
57,39098,796,90,19,1
20,139186,656,10,3,1
40,49049,765,21,16,1
23,125290,769,81,13,0
27,149889,521,83,25,0
48,89397,739,10,3,1
34,107625,331,65,16,0
43,34985,524,3,24,0
25,50903,741,18,20,0
19,45536,560,59,17,1
25,97644,739,93,21,1
60,62557,467,20,24,1
22,38653,563,97,4,0
40,125599,336,97,26,1
57,148777,472,30,12,1
27,56273,817,38,8,0
31,101877,682,5,29,0
56,42234,540,19,8,1
49,36920,663,78,9,0
30,85863,587,35,11,1
35,131834,378,5,9,0
45,135302,569,21,22,0
43,98546,744,34,29,1
57,73176,460,59,2,0
26,121824,523,80,15,0
21,110655,713,62,23,0
32,90952,791,77,15,1
52,130300,365,84,7,0
27,93801,482,4,8,0
29,61690,700,54,7,0
32,40132,653,78,13,1
35,146595,375,39,7,0
18,96676,383,78,11,0
68,99454,331,76,12,0
27,53654,330,86,17,0
37,38312,557,75,21,1
33,60826,470,28,29,1
63,46048,773,41,22,0
18,91236,683,28,16,1
62,111278,708,27,18,0
65,122214,326,24,17,1
44,37612,778,46,16,0
34,39713,676,51,29,1
43,42189,597,89,10,1
25,117566,677,59,1,0
42,81416,355,4,24,1
22,106640,372,90,1,0
27,48279,540,56,5,0
43,111874,706,9,8,1
54,128203,678,91,17,1
63,83454,359,25,6,1
68,130466,772,67,17,1
43,81011,792,6,23,0
34,83386,772,24,1,0
23,80904,694,38,24,1
43,140424,637,61,2,0
62,140433,788,69,12,0
62,138756,708,21,8,0
59,69343,622,41,12,0
36,60433,678,67,29,0
62,44740,686,68,18,0
29,127221,492,93,2,0
34,87489,730,78,11,1
56,117560,582,73,4,1
21,114730,432,61,2,1
19,56936,525,20,26,0
64,61427,424,62,11,0
35,70465,453,95,1,0
67,113099,490,79,12,0
68,97949,401,46,20,0
56,37159,645,23,27,0
44,124264,741,67,18,1
59,132927,838,51,19,0
36,33251,502,5,10,0
63,85160,532,25,22,0
62,34243,444,37,15,1
66,92100,520,69,19,0
55,62786,551,58,1,0
38,42296,691,20,10,1
45,117545,588,77,10,1
34,105720,391,74,9,1
53,73276,747,90,18,0
47,75969,502,90,22,1
25,142492,595,81,16,1
46,98244,443,67,20,0
24,73622,652,63,24,1
47,69080,602,98,5,1
51,80427,612,13,15,0
50,145978,344,48,9,1
48,79301,788,16,12,0
20,77611,626,5,6,1
42,131022,727,69,15,1
44,48470,305,80,2,1
23,48052,740,29,12,1
18,45359,328,98,6,0
40,94754,378,18,19,0
32,107763,701,12,23,0
22,76294,558,9,23,0
27,47320,597,38,15,0
33,54478,719,39,14,0
40,113213,455,61,4,1
43,41385,802,98,6,0
62,94258,808,67,7,0
21,74636,701,58,10,0
33,58337,371,72,27,1
68,145074,322,71,19,1
52,118636,723,91,7,1
32,142724,735,87,24,0
53,73285,722,38,16,0
24,98428,414,91,25,1
48,130971,534,71,20,1
46,65751,419,46,12,1
46,129627,797,25,15,0
26,52292,720,3,12,0
52,64934,583,28,19,1
64,58667,756,45,8,0
32,119043,481,71,18,1
34,33749,481,17,13,0
65,88431,397,92,1,0
30,91325,573,86,11,0
40,148844,833,90,12,0
39,97867,641,16,13,0
55,76361,507,14,4,0
32,77232,342,57,3,0
20,123688,659,17,27,0
27,102802,783,82,13,0
29,141211,626,60,16,1
48,72662,822,22,9,0
69,68865,686,45,14,0
50,75012,849,69,16,1
37,77177,764,77,27,1
21,79414,805,8,20,0
30,91904,625,69,15,0
56,47289,643,42,21,1
48,126375,705,80,29,1
24,64824,778,47,1,1
26,87501,396,41,18,0
56,110664,710,62,21,1
35,145500,737,35,14,1
61,86727,544,76,14,1
28,132452,741,80,16,0
20,139783,567,38,25,1
66,103407,587,47,17,0
19,69160,769,52,26,0
59,127823,741,92,23,0
34,51558,360,64,9,0
58,71674,406,57,12,1
50,103890,765,55,21,1
35,134283,577,3,12,0
31,79325,744,26,5,1
29,41767,405,63,5,1
20,65740,304,30,7,1
55,42468,346,93,10,1
51,108970,344,51,16,0
25,112270,464,88,1,0
24,143427,689,55,15,1
22,116424,588,52,2,0
18,140623,513,44,5,1
39,61179,566,9,23,0
38,77435,332,83,29,0
55,82442,467,13,7,0
68,85802,800,95,1,1
69,130544,545,86,13,0
35,104359,513,30,26,1
32,118671,656,70,15,0
24,120712,575,69,28,0
64,67843,623,31,19,0
66,96025,839,34,22,1
30,47306,445,33,23,1
62,36216,604,63,6,0
67,134196,686,85,11,0
69,75305,472,6,12,0
45,118572,757,42,20,1
32,47968,675,24,21,0
39,124035,484,88,13,1
41,60696,332,17,9,0
31,132489,479,89,9,1
28,99502,472,18,11,0
52,39801,690,55,28,1
53,58366,341,65,21,0
56,95841,650,89,17,0
67,135585,300,87,25,1
24,149003,628,74,25,0
41,44270,537,18,29,1
69,126728,349,74,2,1
69,102939,422,85,18,0
30,58716,578,17,13,1
24,90203,495,72,22,1
66,45338,705,47,8,0
28,34479,775,30,13,1
52,149708,418,49,20,1
22,48512,426,54,20,1
50,132138,736,92,11,1
29,50496,568,27,8,0
28,39247,678,5,13,0
55,83796,599,80,18,0
49,46658,568,43,22,0
61,91866,414,13,5,0
48,125218,376,22,29,1
55,81151,840,2,21,1
55,68576,700,26,15,1
40,110574,539,6,14,0
18,52873,380,82,28,0
56,108970,383,35,15,0
43,141887,482,30,10,1
40,64786,529,74,15,1
62,67686,670,26,4,1
47,71957,430,14,26,0
64,55005,737,19,10,0
64,47116,378,52,28,0
39,136796,454,45,18,0
31,110223,371,96,1,1
49,61720,693,88,22,0
64,113767,482,27,1,0
35,95809,309,86,9,0
20,78177,778,52,17,1
54,37315,802,13,7,0
52,40973,625,57,20,0
49,32145,572,87,12,1
31,70364,790,24,8,1
65,112134,578,49,25,0
36,70900,375,64,20,1
43,85192,457,73,24,0
57,95184,741,48,25,1
40,67926,452,21,9,1
23,37031,720,27,10,1
68,55767,815,41,14,0
41,116342,756,72,11,0
37,147734,376,58,1,0
48,92910,810,40,1,0
22,91162,802,94,16,0
25,146517,332,18,21,0
64,97546,721,66,9,1
69,68057,463,16,24,0
52,39221,497,73,5,0
20,113910,364,94,23,1
18,132986,549,64,16,0
45,77317,375,74,29,1
54,56359,560,3,19,0
58,61533,770,37,7,1
49,143405,800,92,4,0
18,112033,723,5,3,1
61,36739,495,94,27,1
61,146502,612,87,15,0
55,138677,321,25,2,0
44,64311,563,63,16,0
18,107785,363,40,27,1
22,81252,540,73,19,0
24,102267,843,42,17,1
42,72192,305,13,11,1
41,124761,527,87,27,1
45,112964,311,68,7,0
64,64241,693,15,9,0
48,126255,698,95,3,0
59,93283,485,63,2,0
22,99406,569,20,7,0
43,49003,411,90,14,0
47,97052,789,46,14,1
61,42814,475,49,23,1
68,36854,726,82,19,0
21,99917,565,90,9,0
68,117074,563,85,4,1
20,74564,481,24,5,0
52,130320,463,61,8,1
39,41060,513,18,18,1
61,120373,696,11,1,1
36,67429,693,42,8,1
30,76731,828,43,25,1
42,145719,676,58,14,0
55,78945,538,51,9,0
23,101820,798,31,17,1
18,134191,367,67,7,1
18,38821,552,2,13,1
18,75812,391,93,16,1
31,147585,848,30,27,0
39,96455,520,36,13,1
55,93786,564,9,6,0
52,94806,725,54,3,0
32,133968,478,19,8,0
63,97479,677,31,28,0
35,111982,454,66,7,1
44,121039,633,19,12,1
43,56554,750,65,23,0
40,130514,433,11,14,0
66,48371,640,37,22,1
38,50488,837,50,26,0
68,124924,328,45,7,0
26,112962,810,25,13,0
66,71038,794,76,26,0
28,96757,597,58,8,0
41,43433,789,57,9,1
50,136872,420,27,25,0
58,121700,359,92,22,1
19,39302,636,45,14,1
30,49718,813,8,2,0
58,128909,308,57,16,0
38,144898,622,59,28,1
39,30937,789,5,9,1
39,61296,803,54,2,1
64,90256,520,12,29,1
49,83598,685,78,14,1
44,32601,367,85,15,1
52,69515,564,35,10,1
64,148737,735,90,13,1
64,124788,548,29,27,0
64,74060,493,17,3,1
68,78698,611,63,26,1
67,149233,841,28,27,0
44,82331,488,32,22,0
36,93732,335,23,12,1
23,106578,817,35,17,1
32,69843,452,40,29,0
55,123409,719,16,4,1
33,122544,400,43,26,1
66,137100,783,75,3,0
54,61328,757,50,20,1
37,47206,764,25,1,0
32,110178,555,10,20,0
61,54869,737,31,8,0
43,66668,625,59,12,1
21,31528,596,4,9,1
35,110217,547,31,2,1
37,50095,615,97,3,0
55,48181,472,6,13,0
18,118636,787,52,26,0
34,129565,577,72,19,0
21,57635,397,35,21,0
34,128982,838,86,2,0
31,47118,741,65,13,1
63,82105,637,62,6,0
42,132521,488,12,7,1
18,70403,395,5,1,1
37,125196,488,94,10,0
25,33817,656,45,26,1
22,62146,301,54,4,1
60,56650,535,35,4,1
22,66412,726,53,18,0
25,144016,774,46,11,1
37,106652,478,45,25,1
23,111164,314,39,24,1
33,31881,794,86,5,0
62,117168,523,57,12,0
51,138480,695,93,28,0
50,43796,409,42,22,1
41,132000,639,17,9,1
24,50391,784,44,2,0
20,126454,559,98,24,1
58,66030,493,71,4,1
23,61380,523,11,8,0
39,115645,380,87,20,0
21,113304,579,30,25,0
29,111041,420,38,28,0
33,112738,385,2,29,1
21,39147,770,87,13,1
24,95702,553,36,8,1
65,73911,844,73,6,1
29,135700,847,6,4,1
64,67787,403,48,24,1
34,73802,425,46,18,1
22,66727,582,19,1,1
37,48625,798,76,17,1
58,81563,529,39,26,1
55,111322,579,67,11,1
68,119684,426,4,20,1
67,97746,310,63,9,0
23,60463,638,96,24,0
33,149377,785,1,1,0
62,117436,731,73,17,1
40,40918,663,90,6,0
28,125310,332,49,28,0
62,137889,464,36,21,1
28,47061,795,70,5,1
24,30080,399,1,27,0
50,52276,487,98,10,0
58,95887,663,87,11,0
68,129675,827,64,21,0
26,104349,405,95,2,0
20,81066,328,43,24,1
49,100712,369,29,24,1
26,106752,844,18,4,0
42,142799,391,89,11,0
48,42285,595,31,7,0
51,126268,558,28,5,0
65,141753,323,72,2,0
48,76699,300,3,10,0
45,104654,437,17,24,0
29,41884,341,45,23,0
54,144254,585,10,9,1
24,74846,749,91,13,0
47,138131,484,46,5,1
67,40487,671,6,16,1
53,124795,324,28,26,1
24,105519,347,96,5,1
58,51984,778,39,2,1
25,58124,526,98,28,1
29,45022,463,72,8,1
44,61599,845,78,15,1
49,145293,637,6,19,0
36,63865,319,16,5,1
64,71203,408,28,24,0
49,106747,648,83,7,1
31,141711,675,82,12,0
30,38687,704,49,10,1
24,48425,596,83,14,1
49,146940,357,91,1,1
44,114370,747,86,4,0
32,131200,530,29,2,1
31,134396,368,45,8,1
37,67835,763,47,9,0
41,54751,489,89,7,0
38,45167,575,97,7,1
19,105319,515,84,16,0
44,90099,353,68,15,1
38,55951,557,60,12,0
20,127908,687,27,9,0
37,100016,808,1,9,1
41,107803,332,45,24,1
55,109746,586,39,3,0
34,133827,679,60,20,0
53,102711,551,85,3,0
25,60819,742,45,16,0
34,85885,794,41,21,1
22,52431,311,16,17,0
33,83282,438,60,7,0
61,99798,662,3,8,1
33,112102,568,92,15,1
36,72664,455,15,27,0
38,138842,787,56,17,1
65,104859,448,97,9,0
38,58346,845,11,27,1
53,93978,742,79,7,1
27,61343,777,24,15,0
50,69282,338,52,19,0
42,138374,383,90,7,0
63,49216,601,92,4,0
25,121075,681,47,2,0
43,49661,724,20,21,1
27,110774,506,35,10,1
28,141492,406,60,9,0
54,94698,699,47,10,0
57,48500,759,2,28,1
38,68567,659,23,14,1
36,117197,552,83,1,0
29,73210,575,70,1,1
46,43461,809,11,3,0
52,112203,623,85,20,1
58,48260,819,23,3,1
39,79538,678,51,17,0
37,55267,386,14,28,1
23,44077,660,56,24,0
28,84319,572,93,6,1
66,127849,540,60,5,0
21,109112,759,12,11,1
55,30250,338,58,2,1
54,43939,339,55,26,0
51,58262,695,38,4,0
39,87824,646,40,24,0
66,40881,529,16,23,0
30,30041,638,19,2,0
37,76486,823,39,9,1
24,88095,418,41,1,0
39,138513,583,35,20,0
58,51972,408,51,25,0
32,145357,736,11,9,1
59,124150,548,39,17,1
19,32210,361,87,9,1
32,97508,427,4,27,0
22,114848,363,28,29,0
56,102672,369,26,15,1
45,74273,709,49,19,1
34,134069,756,27,18,1
58,130251,530,45,11,1
48,128782,347,84,4,1
30,53827,610,93,6,0
43,42268,824,35,29,0
31,37750,326,25,1,1
69,112870,442,50,8,1
32,48705,379,5,28,0
21,127585,400,42,15,1
66,133571,539,84,3,1
27,97916,485,73,10,0
40,82667,546,7,22,1
51,91573,537,97,20,0
52,35546,732,24,6,0
34,87758,813,70,22,1
32,41117,308,11,18,0
49,97144,800,64,18,0
37,142327,680,32,9,1
60,32627,711,31,12,0
49,146148,570,87,5,1
27,138830,323,84,1,0
45,104542,656,89,29,0
69,43546,529,80,1,1
32,30297,636,48,5,1
68,108859,412,96,20,1
58,113087,326,51,11,1
57,87565,628,34,8,1
44,127936,703,58,22,0
61,48161,509,16,12,0
29,93764,481,59,26,1
27,69305,599,78,1,1
26,93763,401,49,8,0
49,71398,327,34,20,1
69,80108,554,17,12,1
33,72082,438,56,1,1
66,53631,684,2,7,1
55,77609,671,44,13,1
21,57346,383,57,6,1
43,120975,659,93,9,1
18,65898,826,64,28,0
66,63033,301,28,20,1
46,100195,696,95,11,0
22,34493,480,38,9,0
37,146718,478,65,13,1
31,117561,846,95,8,1
54,50201,487,9,10,1
64,122997,387,92,1,0
63,92299,625,23,22,0
22,104756,825,61,17,1
23,138677,661,81,29,0
20,60223,600,6,5,0
27,128533,822,32,15,1
61,84606,695,24,4,0
41,121691,690,98,2,0
60,67240,454,48,15,1
37,77541,605,21,6,0
27,54271,607,82,24,1
32,108704,439,2,22,1
22,113460,705,24,13,0
26,53603,334,56,17,1
58,30958,504,28,18,0
51,74892,800,22,6,0
30,81967,337,8,28,0
36,137922,462,87,2,1
53,99912,747,9,14,0
37,37431,718,18,5,0
57,84950,769,20,19,1
49,105616,798,55,16,0
61,109692,533,10,15,0
27,54755,418,65,22,0
24,32271,819,53,5,1
47,46265,765,3,11,0
50,149214,414,96,10,1
56,106664,653,58,2,0
56,43878,450,75,27,0
39,63141,754,72,24,1
48,57679,575,46,26,0
40,125357,629,2,23,0
38,49185,741,87,19,1
37,89059,572,91,6,0
29,125718,379,49,27,1
38,122252,426,77,1,0
60,39257,503,98,4,0
50,138869,326,10,22,0
49,84418,537,47,15,1
36,145916,800,92,16,1
46,99943,555,79,5,1
43,148359,381,98,7,1
54,137638,840,52,12,1
60,121669,406,53,6,0
35,53129,786,30,22,0
49,146133,496,11,20,0
39,40862,567,81,27,1
28,111431,675,47,8,1
33,131653,682,56,28,0
57,110372,332,81,12,1
42,33751,382,75,6,0
44,136245,702,87,16,1
54,73231,747,24,27,1
25,32881,612,40,24,1
54,119135,447,23,6,1
37,63641,397,56,10,0
63,148593,536,66,5,1
30,98121,612,19,10,0
37,57944,428,5,20,0
62,121831,496,95,16,1
37,113536,768,59,8,0
38,96635,663,7,15,1
54,77909,732,19,7,1
59,138018,482,37,22,1
48,80813,340,92,19,1
69,58168,545,73,9,0
64,53010,393,7,7,0
29,126049,728,42,15,1
49,144393,771,14,27,1
28,111549,300,88,14,0
45,88474,389,75,5,1
22,140298,590,5,29,1
28,88474,601,59,8,0
38,80426,653,45,8,0
53,128605,571,20,15,0
41,43095,561,8,3,1
26,108122,670,69,8,0
31,148155,379,48,3,0
18,83129,770,72,19,0
56,111661,706,51,21,0
42,126075,528,90,19,1
65,72063,345,26,26,1
65,123331,437,24,28,0
23,31579,636,19,29,0
64,96814,302,25,9,1
28,132393,826,53,12,0
25,125810,436,50,9,0
68,118742,825,60,15,1
47,98771,633,45,24,0
35,51034,818,63,6,0
64,85679,766,52,10,1
55,76509,642,11,23,1
41,113953,324,7,5,1
62,112034,364,40,2,1
41,144671,523,13,13,0
27,55470,543,68,19,0
21,95425,775,92,28,1
68,61419,515,88,10,1
67,91784,847,98,25,1
66,116162,712,48,27,1
69,68517,653,23,15,0
24,85683,541,16,15,0
47,52673,595,24,18,1
19,84504,501,9,7,0
42,67799,696,70,19,1
40,39416,585,78,7,0
42,51456,554,27,11,0
66,107499,408,30,10,1
52,132378,739,81,17,0
40,100923,606,31,23,0
67,61054,730,97,22,0
57,137801,588,91,2,1
36,91459,723,51,22,1
28,104290,308,54,7,1
64,75181,358,78,13,1
42,69218,661,75,22,1
35,131488,807,62,7,0
25,82625,664,90,6,1
45,123487,804,89,16,0
40,70512,403,67,14,0
32,85738,683,68,16,0
20,40249,706,47,11,0
68,76350,695,56,16,1
34,84599,378,26,1,0
61,135766,433,75,20,1
33,135176,376,38,20,1
29,41608,682,30,20,0
31,109336,635,55,6,1
31,33834,694,8,24,1
48,124981,460,46,10,0
56,103617,537,48,10,0
18,111069,423,75,22,0
25,70009,507,38,27,0
44,106753,844,44,20,0
46,142939,412,5,27,1
30,140708,449,21,17,0
48,146246,608,83,3,1
42,68910,461,38,24,0
34,68591,837,39,29,1
27,38262,763,44,27,0
57,99401,652,92,10,1
57,147568,840,1,21,1
36,86209,615,56,7,1
18,99044,753,20,22,0
32,35288,839,27,8,1
22,32398,845,60,17,1
68,40042,744,88,24,1
53,38977,705,25,13,0
61,127084,382,42,5,0
65,34770,773,5,22,0
68,112951,706,3,24,0
65,140378,391,85,28,1
41,88402,841,94,12,1
67,32330,766,87,5,0
48,135948,478,86,2,1
28,34354,406,74,26,0
19,50792,323,20,3,1
21,135647,587,45,23,1
62,93224,316,90,24,0
29,100917,453,74,27,0
58,52877,760,75,11,0
32,130488,687,99,27,0
65,138096,510,36,22,1
56,36017,633,58,8,0
53,66901,766,62,6,1
51,100797,796,5,7,1
31,36796,639,31,14,1
64,103318,495,57,6,0
23,143978,794,9,23,1
32,93915,544,43,5,1
31,74064,752,3,3,0
19,53695,465,48,25,1
46,147957,334,37,20,1
65,145637,806,28,22,1
30,137038,334,46,27,1
31,43990,766,99,1,0
58,148299,428,48,1,1
23,48705,654,76,16,0
40,101037,501,65,2,0
59,101722,452,52,10,1
24,46334,732,84,29,1
67,92106,669,89,21,1
33,114478,555,79,28,0
65,54335,756,40,17,0
66,122754,419,59,10,0
48,76332,627,85,19,0
64,135587,723,39,6,0
53,40725,497,82,4,0
46,79738,775,62,24,0
50,52776,759,42,11,0
36,52447,490,83,18,0
47,47611,837,73,13,1
25,109621,475,29,5,1
21,122089,614,5,4,1
18,33567,395,31,20,1
68,106218,466,63,28,0
65,54706,721,30,11,1
23,132676,730,61,1,1
58,41020,711,21,13,1
53,148880,849,21,10,1
63,59372,353,46,29,1
69,138591,769,36,22,0
33,107108,362,32,5,0
67,116997,377,99,7,1
26,69036,794,57,23,0
21,123134,416,36,7,0
19,35791,431,88,26,0
52,120157,445,32,25,1
52,100022,713,6,15,0
39,79242,491,49,18,1
56,55392,542,6,25,1
20,99315,418,70,11,1
63,147561,653,46,23,0
35,139873,309,98,11,1
51,132281,591,16,12,1
46,106517,312,87,29,1
26,140615,319,1,5,0
59,37776,848,57,10,0
62,109934,486,96,13,1
23,137582,320,98,14,1
62,126914,626,74,14,1
27,136622,588,12,1,0
59,90716,482,80,18,1
68,117498,657,61,10,0
27,132542,779,27,12,0
31,100083,691,84,25,0
25,104857,822,20,8,0
50,65530,470,38,23,1
33,118826,707,24,14,0
20,42435,515,14,19,1
59,118369,467,38,19,1
31,124640,306,92,1,0
30,37248,461,94,2,1
66,148447,659,71,15,0
45,77386,583,85,27,0
31,133750,814,8,24,0
59,75220,623,93,27,1
29,101031,771,90,12,0
19,82493,794,16,11,0
50,74215,384,86,4,1
45,37734,406,97,7,0
27,87852,674,60,21,0
62,137496,461,63,11,0
54,41927,618,54,17,1
25,41571,603,6,17,0
29,135207,451,77,26,1
43,136077,767,28,24,0
54,146544,783,30,19,1
34,96208,481,28,18,1
30,46325,476,75,20,0
58,105155,432,14,29,0
41,37983,358,19,27,0
50,97353,829,59,23,1
19,37644,367,76,12,1
33,66245,587,79,6,0
29,140356,816,73,27,1
27,116842,696,63,28,0
35,105503,618,95,28,0
40,114339,324,21,6,0
19,75093,308,87,28,0
23,59193,308,79,21,0
54,130704,418,10,23,1
30,77189,502,10,4,1
62,61012,699,92,21,0
46,140019,619,42,2,1
55,82902,611,77,14,0
47,119303,830,32,4,0
21,92816,687,38,27,0
59,82844,614,78,23,0
35,37258,745,76,25,1
30,56185,760,99,29,0
36,126296,716,38,23,1
47,67694,674,93,16,1
37,50478,609,71,12,1
51,85300,393,13,8,1
42,70510,678,78,7,1
27,63117,803,1,15,1
33,121380,328,18,1,0
50,86159,754,27,20,0
24,101448,581,68,15,0
36,86914,424,75,4,0
52,144642,698,57,9,1
56,149371,795,63,25,0
27,149870,355,72,26,0
56,81134,378,49,29,0
69,122140,544,15,1,0
25,125604,573,83,6,1
40,34859,409,27,14,0
53,129588,421,7,8,0
33,124388,393,43,28,0
45,49108,490,4,27,1
41,85838,639,32,25,0
