Tenure,Monthly_Charges,Service_Type,Churn
40,119.87,Internet,Yes
4,39.11,Internet,Yes
53,84.59,Multiple,No
1,66.68,Internet,No
6,77.94,Internet,No
55,57.79,Multiple,No
66,34.33,Multiple,No
18,93.7,Phone,No
29,116.92,Multiple,No
53,77.91,Internet,No
33,59.66,Internet,Yes
3,114.45,Multiple,No
20,62.82,Multiple,No
4,112.31,Phone,Yes
8,107.01,Internet,No
28,77.58,Multiple,Yes
66,90.92,Internet,No
26,93.03,Phone,No
34,87.7,Multiple,No
71,44.47,Phone,Yes
49,92.35,Multiple,No
49,30.29,Internet,No
27,93.9,Internet,No
65,79.94,Phone,Yes
33,53.38,Phone,No
49,102.34,Phone,No
63,66.48,Multiple,No
32,73.72,Multiple,No
19,32.49,Multiple,No
50,66.12,Multiple,No
22,45.06,Phone,No
67,54.85,Multiple,No
9,52.69,Phone,No
35,34.14,Internet,No
71,71.44,Multiple,No
4,77.03,Phone,No
37,81.4,Phone,No
28,71.6,Multiple,No
9,108.26,Internet,No
35,33.39,Multiple,No
25,85.24,Multiple,No
9,107.95,Multiple,No
61,33.69,Phone,No
52,74.67,Phone,No
17,83.01,Multiple,No
9,47.18,Phone,No
54,52.73,Internet,No
5,100.7,Internet,No
63,81.07,Internet,No
47,58.42,Multiple,Yes
19,98.83,Multiple,Yes
66,97.2,Phone,No
45,61.09,Internet,No
71,73.98,Internet,No
33,89.81,Internet,No
43,60.89,Phone,No
26,86.61,Internet,Yes
45,52.6,Multiple,No
35,56.28,Multiple,No
53,57.96,Phone,No
10,114.24,Multiple,No
41,105.03,Phone,No
17,80.86,Multiple,No
71,80.75,Multiple,No
66,35.05,Internet,Yes
11,88.46,Phone,No
63,59.53,Internet,No
67,85.11,Phone,No
46,105.62,Multiple,Yes
20,34.09,Phone,No
13,84.64,Phone,Yes
17,80.78,Internet,No
32,48.61,Multiple,Yes
16,88.18,Internet,No
23,79.94,Internet,No
11,99.06,Phone,Yes
14,39.96,Internet,No
67,69.92,Internet,No
71,119.81,Multiple,No
45,92.04,Phone,No
33,91.59,Phone,Yes
45,58.61,Phone,No
54,38.45,Multiple,No
51,115.45,Internet,Yes
23,39.49,Multiple,No
29,119.34,Multiple,No
6,41.32,Multiple,No
39,45.38,Phone,No
5,57.75,Phone,No
40,76.11,Multiple,No
21,101.14,Internet,No
59,117.39,Multiple,No
20,62.29,Internet,No
24,31.84,Internet,Yes
3,85.5,Multiple,No
57,93.97,Multiple,No
71,65.77,Phone,No
70,46.51,Internet,No
70,57.54,Internet,Yes
63,89.02,Internet,No
47,74.48,Phone,No
19,96.91,Internet,No
13,49.64,Multiple,No
45,105.78,Phone,No
32,44.03,Multiple,No
30,59.69,Phone,Yes
42,83.21,Internet,No
42,96.32,Internet,No
7,53.96,Internet,Yes
3,115.33,Multiple,No
37,93.55,Multiple,No
3,49.59,Internet,Yes
18,95.32,Multiple,No
42,92.67,Internet,No
9,97.74,Phone,No
57,112.43,Phone,Yes
24,94.05,Multiple,No
7,61.67,Internet,Yes
42,101.15,Internet,No
58,92.63,Multiple,No
56,81.68,Phone,No
58,61.84,Phone,No
18,112.89,Multiple,No
39,76.15,Internet,No
50,86.53,Internet,No
33,67.38,Phone,No
28,100.27,Multiple,No
56,60.69,Phone,Yes
25,102.96,Phone,No
14,39.71,Phone,No
55,93.81,Internet,No
7,72.92,Multiple,No
4,92.89,Phone,No
30,77.83,Phone,No
62,42.09,Internet,No
57,72.93,Multiple,No
37,116.81,Phone,No
55,97.94,Internet,No
65,57.02,Multiple,No
52,114.97,Multiple,No
3,100.11,Multiple,No
7,62.8,Phone,No
70,84.32,Internet,No
70,68.4,Phone,No
34,38.7,Multiple,Yes
16,102.54,Phone,No
8,47.2,Phone,No
21,71.22,Internet,No
11,93.24,Multiple,No
50,113.9,Multiple,No
6,35.65,Phone,No
15,65.39,Phone,No
11,85.32,Phone,No
27,100.14,Phone,No
45,112.88,Multiple,No
38,30.04,Multiple,No
4,86.5,Multiple,No
45,30.62,Multiple,No
10,100.85,Internet,No
54,43.47,Multiple,No
29,110.52,Multiple,No
12,43.96,Internet,No
56,98.79,Multiple,No
40,56.04,Multiple,No
37,80.15,Multiple,No
66,84.76,Phone,No
20,48.61,Phone,No
12,56.88,Multiple,Yes
38,39.68,Internet,Yes
30,30.48,Multiple,No
47,51.55,Multiple,No
71,76.44,Multiple,Yes
42,94.22,Phone,No
5,101.42,Internet,No
48,36.28,Multiple,No
51,54.52,Internet,No
12,99.32,Multiple,No
10,73.28,Multiple,No
37,46.4,Phone,Yes
66,65.3,Phone,No
67,54.3,Multiple,Yes
14,34.56,Phone,No
47,98.73,Internet,Yes
20,56.25,Multiple,No
52,115.06,Internet,No
68,109.93,Multiple,No
26,94.46,Internet,No
47,59.4,Multiple,No
3,55.19,Phone,Yes
2,72.77,Phone,No
41,61.91,Multiple,Yes
30,111.1,Phone,No
37,41.11,Phone,No
3,95.2,Multiple,Yes
9,84.98,Multiple,Yes
8,102.57,Multiple,No
9,78.82,Phone,No
17,86.66,Phone,No
24,116.65,Internet,No
14,38.28,Internet,No
54,39.44,Phone,Yes
18,65.42,Phone,No
39,72.55,Multiple,No
47,47.99,Multiple,No
27,37.44,Phone,No
71,32.0,Multiple,No
34,98.81,Phone,No
19,73.66,Multiple,No
6,105.91,Multiple,No
30,62.48,Internet,No
12,93.31,Internet,No
15,73.97,Phone,No
39,85.09,Multiple,No
64,63.32,Phone,No
64,37.31,Multiple,Yes
15,115.26,Internet,No
58,105.25,Phone,No
67,58.07,Multiple,No
1,116.28,Multiple,Yes
7,57.04,Phone,No
9,69.87,Internet,No
1,97.96,Internet,Yes
5,57.81,Multiple,No
47,59.21,Phone,Yes
10,66.91,Multiple,No
2,72.16,Phone,No
23,41.13,Phone,Yes
56,31.57,Multiple,No
19,112.72,Phone,No
38,61.79,Multiple,No
47,39.15,Phone,No
52,98.33,Multiple,No
49,56.56,Multiple,No
71,46.35,Multiple,Yes
23,116.63,Internet,No
50,112.85,Internet,No
17,39.52,Internet,No
48,110.94,Multiple,No
2,110.18,Phone,No
69,87.09,Internet,No
62,77.68,Multiple,No
13,49.57,Internet,No
61,40.92,Internet,Yes
11,84.57,Multiple,No
27,103.98,Multiple,No
35,91.98,Phone,No
18,46.27,Multiple,Yes
68,56.1,Phone,Yes
61,79.18,Multiple,Yes
41,86.25,Phone,No
43,36.5,Phone,Yes
49,85.26,Multiple,No
11,96.27,Internet,No
67,46.32,Internet,No
51,52.16,Internet,No
52,53.3,Multiple,No
43,114.58,Phone,No
58,66.63,Phone,No
70,77.75,Internet,Yes
29,95.19,Phone,No
31,63.43,Multiple,No
28,39.5,Multiple,No
50,88.89,Multiple,Yes
36,90.05,Internet,No
19,53.45,Internet,No
67,33.17,Phone,No
12,89.88,Multiple,No
24,93.31,Internet,No
65,32.35,Internet,Yes
21,92.39,Phone,No
26,114.5,Multiple,No
35,46.09,Internet,No
58,76.92,Phone,No
42,92.71,Internet,Yes
29,50.71,Multiple,No
29,97.64,Phone,No
9,108.13,Internet,No
2,103.31,Phone,No
2,53.3,Phone,No
18,102.38,Internet,Yes
69,67.2,Multiple,Yes
57,53.98,Phone,Yes
71,45.12,Multiple,No
23,111.81,Multiple,Yes
19,68.42,Internet,No
19,107.92,Multiple,No
58,44.36,Multiple,Yes
49,99.03,Internet,Yes
45,39.9,Internet,No
28,31.58,Phone,Yes
50,119.55,Multiple,No
11,36.62,Multiple,No
55,71.54,Multiple,No
9,109.05,Phone,No
14,103.74,Multiple,No
21,72.41,Phone,No
48,84.98,Phone,No
58,86.67,Multiple,No
69,39.88,Multiple,No
9,55.64,Phone,No
67,57.09,Phone,No
18,64.03,Phone,No
12,54.65,Multiple,No
16,52.63,Multiple,No
37,61.93,Multiple,No
20,64.13,Internet,No
20,73.85,Internet,No
15,45.62,Phone,No
25,100.95,Phone,No
17,107.46,Multiple,No
12,52.33,Internet,Yes
42,41.1,Phone,No
39,95.01,Multiple,No
56,113.18,Phone,No
53,33.16,Internet,No
71,31.3,Phone,No
47,46.51,Multiple,No
25,91.63,Internet,Yes
50,116.83,Internet,Yes
33,97.53,Multiple,No
29,81.57,Multiple,No
3,93.05,Internet,No
39,50.76,Phone,Yes
4,91.97,Multiple,Yes
37,58.93,Phone,No
6,50.02,Multiple,No
10,51.29,Multiple,Yes
12,90.1,Internet,Yes
66,99.05,Phone,No
3,82.36,Phone,No
65,35.75,Internet,No
64,33.42,Internet,No
35,49.55,Internet,No
24,55.78,Multiple,No
47,66.43,Multiple,No
52,36.84,Internet,No
34,95.26,Multiple,No
25,94.03,Phone,Yes
69,61.2,Internet,No
29,80.67,Phone,No
64,39.08,Multiple,No
53,67.37,Multiple,No
58,107.18,Multiple,No
41,89.46,Internet,No
51,39.35,Phone,No
18,106.28,Phone,No
41,91.26,Phone,No
61,70.78,Phone,No
24,92.29,Phone,No
47,45.55,Phone,No
28,79.54,Phone,No
36,85.61,Phone,No
21,113.5,Multiple,No
56,36.02,Multiple,No
69,63.73,Multiple,No
26,114.31,Internet,No
54,49.55,Internet,No
44,103.19,Phone,Yes
33,30.14,Phone,No
26,32.33,Multiple,No
22,59.49,Phone,No
20,99.17,Multiple,No
2,39.37,Multiple,No
41,64.46,Multiple,No
54,41.83,Multiple,Yes
57,50.12,Multiple,No
18,75.27,Internet,No
5,58.72,Multiple,No
46,49.07,Internet,No
21,65.41,Phone,No
22,93.09,Phone,No
3,40.75,Internet,No
9,73.16,Phone,No
2,54.72,Multiple,No
28,64.08,Phone,No
34,103.94,Phone,No
53,113.68,Internet,No
59,51.87,Multiple,No
10,86.7,Internet,No
2,90.9,Phone,No
48,105.82,Internet,No
6,110.91,Internet,No
44,72.12,Multiple,No
54,118.43,Multiple,Yes
71,117.37,Multiple,No
36,75.58,Phone,No
8,78.78,Phone,No
10,90.1,Multiple,Yes
33,63.64,Phone,No
19,89.58,Phone,No
18,76.29,Multiple,No
51,33.19,Internet,No
23,106.75,Internet,No
1,114.64,Phone,No
59,32.36,Phone,No
3,101.03,Multiple,No
10,64.72,Phone,No
71,82.71,Internet,No
49,75.0,Multiple,No
56,79.62,Multiple,No
16,74.57,Multiple,No
39,106.8,Multiple,No
44,91.52,Internet,No
8,67.14,Multiple,Yes
8,91.97,Multiple,No
45,116.85,Multiple,No
11,37.23,Phone,No
25,64.93,Phone,No
17,108.34,Internet,Yes
55,96.51,Multiple,No
56,114.14,Internet,No
44,33.58,Multiple,Yes
53,107.65,Phone,No
35,101.26,Phone,No
39,103.35,Multiple,Yes
2,83.75,Multiple,No
25,34.67,Internet,Yes
38,78.52,Multiple,Yes
68,66.7,Multiple,No
32,77.43,Internet,No
41,96.63,Multiple,No
71,83.64,Internet,Yes
7,56.33,Multiple,Yes
18,83.96,Phone,No
17,37.48,Phone,No
59,30.48,Internet,Yes
11,66.14,Internet,No
51,98.15,Phone,No
7,104.04,Internet,No
27,79.49,Internet,No
59,108.12,Phone,No
37,41.33,Phone,No
5,116.77,Phone,Yes
62,112.96,Phone,No
55,83.93,Internet,No
16,35.28,Phone,No
56,70.88,Multiple,No
51,46.13,Phone,No
68,86.56,Phone,No
46,47.1,Internet,No
61,73.36,Phone,No
33,48.51,Phone,Yes
55,46.37,Multiple,No
18,52.31,Internet,No
12,32.63,Phone,No
21,94.45,Internet,No
26,57.61,Phone,No
21,92.83,Internet,No
22,88.81,Internet,No
55,35.95,Multiple,No
46,58.08,Multiple,No
41,81.02,Multiple,No
5,112.66,Phone,No
44,66.12,Internet,No
16,75.43,Phone,No
35,97.51,Multiple,No
5,102.3,Internet,No
62,113.1,Phone,No
26,74.75,Internet,No
61,47.45,Phone,No
51,98.8,Multiple,No
69,41.3,Phone,No
56,67.65,Internet,No
50,86.54,Multiple,No
36,92.27,Multiple,Yes
24,95.97,Multiple,No
30,47.42,Phone,Yes
69,118.35,Internet,No
48,46.06,Internet,No
22,38.65,Phone,Yes
33,89.76,Multiple,No
69,111.9,Multiple,No
50,80.34,Internet,No
23,83.59,Internet,No
10,78.46,Multiple,No
36,33.85,Phone,Yes
17,91.32,Internet,No
53,62.24,Multiple,Yes
8,114.21,Phone,No
44,46.81,Multiple,Yes
61,57.19,Multiple,No
6,75.44,Multiple,No
71,72.96,Phone,No
37,66.03,Multiple,Yes
54,58.3,Phone,No
23,43.25,Internet,No
57,103.88,Phone,No
51,70.39,Phone,Yes
58,81.57,Multiple,No
19,79.19,Multiple,No
27,81.79,Internet,Yes
25,93.44,Phone,No
21,86.64,Internet,No
25,54.65,Internet,No
51,79.83,Phone,No
71,52.01,Multiple,No
35,83.0,Multiple,No
70,68.87,Internet,No
50,33.55,Internet,Yes
15,96.06,Multiple,Yes
24,54.72,Phone,No
49,112.82,Multiple,No
68,55.25,Multiple,No
7,119.7,Internet,No
54,71.67,Phone,No
38,32.38,Internet,No
45,36.86,Phone,No
9,37.39,Multiple,No
55,35.06,Internet,No
52,54.1,Internet,No
49,59.21,Multiple,No
55,40.02,Internet,No
70,69.43,Multiple,No
3,62.88,Multiple,No
68,87.27,Internet,No
38,47.63,Phone,No
70,112.26,Multiple,No
49,76.44,Multiple,No
8,86.14,Phone,No
45,33.56,Phone,No
29,80.32,Multiple,No
49,63.13,Multiple,No
24,113.18,Multiple,No
21,109.71,Multiple,No
23,87.39,Multiple,No
28,99.11,Phone,Yes
32,88.01,Phone,Yes
22,31.53,Internet,No
62,93.28,Multiple,Yes
67,45.94,Multiple,No
6,91.43,Phone,No
65,30.95,Internet,Yes
22,57.98,Phone,No
51,76.52,Multiple,No
68,59.99,Internet,No
57,92.46,Multiple,No
55,77.04,Phone,Yes
42,116.37,Multiple,No
52,62.2,Internet,No
61,94.97,Phone,No
19,105.23,Internet,No
1,52.83,Internet,No
41,97.87,Internet,No
63,65.4,Multiple,No
48,41.59,Multiple,No
32,30.33,Phone,Yes
50,96.94,Internet,No
14,46.76,Multiple,No
17,34.61,Phone,No
30,74.75,Multiple,No
51,61.2,Multiple,No
62,92.26,Multiple,No
24,39.66,Phone,No
63,41.94,Multiple,No
14,66.37,Multiple,No
34,76.84,Internet,Yes
59,104.18,Internet,No
65,82.71,Phone,No
33,111.23,Internet,No
58,49.6,Internet,No
18,83.66,Phone,No
12,88.97,Internet,Yes
66,95.32,Internet,No
2,118.98,Phone,No
70,72.12,Internet,Yes
28,63.24,Multiple,No
42,106.7,Phone,Yes
3,45.91,Multiple,No
48,33.33,Phone,No
13,69.92,Phone,No
57,52.25,Multiple,No
3,65.69,Multiple,Yes
63,118.75,Phone,No
38,61.36,Multiple,No
59,93.72,Phone,No
28,52.54,Multiple,No
26,57.31,Phone,No
65,51.88,Multiple,No
61,81.49,Phone,No
57,50.35,Internet,No
1,94.65,Multiple,No
32,91.22,Phone,No
32,67.91,Phone,No
27,32.3,Internet,No
13,32.04,Phone,Yes
17,77.95,Multiple,Yes
28,105.53,Internet,Yes
52,83.9,Internet,No
36,69.21,Multiple,No
47,109.39,Phone,No
66,47.73,Multiple,No
32,62.35,Internet,No
32,80.88,Multiple,Yes
70,56.25,Phone,Yes
55,119.79,Multiple,No
40,70.71,Phone,Yes
28,34.66,Phone,Yes
31,45.85,Phone,No
31,77.92,Internet,No
26,79.51,Internet,No
4,118.57,Internet,No
58,84.0,Multiple,No
23,90.0,Phone,No
69,49.24,Multiple,Yes
60,39.62,Internet,No
43,84.18,Internet,No
26,107.84,Phone,No
67,82.86,Multiple,No
68,69.85,Internet,No
55,82.04,Multiple,No
47,72.19,Multiple,No
59,42.77,Phone,Yes
16,96.71,Phone,No
58,77.97,Internet,Yes
1,65.94,Internet,No
45,80.37,Internet,Yes
6,51.71,Multiple,No
52,68.52,Multiple,No
19,86.02,Multiple,No
43,50.36,Internet,No
19,97.41,Internet,No
39,76.89,Internet,No
32,107.55,Internet,Yes
65,106.25,Multiple,Yes
47,74.51,Multiple,No
13,47.59,Internet,No
36,96.3,Phone,No
70,67.68,Internet,No
27,83.52,Multiple,No
24,39.65,Internet,No
20,86.84,Internet,No
9,63.62,Phone,No
39,60.08,Multiple,No
1,118.19,Multiple,No
11,68.92,Phone,No
1,91.02,Internet,Yes
44,86.5,Internet,Yes
51,39.39,Internet,No
17,97.31,Internet,No
66,59.08,Multiple,No
23,101.9,Phone,No
41,84.69,Internet,No
59,58.54,Phone,No
25,62.07,Phone,No
17,95.84,Internet,No
19,79.51,Phone,No
46,90.15,Phone,Yes
35,44.25,Internet,Yes
23,100.83,Multiple,Yes
44,58.84,Multiple,No
9,85.79,Phone,No
32,40.32,Internet,No
59,58.93,Internet,No
42,88.4,Phone,No
62,54.68,Phone,Yes
19,109.23,Phone,No
35,89.51,Internet,Yes
8,108.33,Multiple,No
43,65.59,Internet,No
45,33.06,Multiple,No
6,81.85,Phone,Yes
13,60.53,Multiple,No
11,70.34,Internet,No
70,91.3,Phone,No
69,93.06,Multiple,No
7,32.48,Internet,Yes
55,99.24,Internet,No
55,74.42,Phone,No
19,80.1,Phone,No
6,56.82,Multiple,Yes
9,67.88,Internet,No
20,93.93,Multiple,No
25,99.9,Internet,No
50,64.84,Phone,No
50,92.2,Phone,No
38,53.22,Internet,Yes
66,104.88,Phone,No
57,84.88,Multiple,No
22,99.77,Phone,No
56,72.94,Multiple,No
36,50.62,Multiple,No
51,68.63,Phone,No
68,64.33,Multiple,No
1,59.94,Multiple,Yes
48,49.1,Internet,No
33,98.33,Internet,No
24,37.77,Internet,No
49,109.88,Multiple,No
69,45.75,Phone,No
58,118.19,Internet,No
48,118.96,Phone,No
57,65.85,Internet,Yes
64,118.9,Phone,No
53,108.22,Internet,No
60,37.42,Internet,No
43,115.26,Phone,No
41,33.83,Phone,No
26,46.37,Internet,No
59,82.61,Multiple,Yes
49,37.27,Internet,No
64,44.56,Phone,No
5,115.81,Phone,No
44,119.52,Multiple,No
18,101.83,Internet,No
57,76.37,Phone,No
40,111.03,Multiple,No
46,40.07,Phone,No
58,114.86,Phone,No
24,61.64,Phone,No
28,107.53,Phone,Yes
46,90.15,Multiple,No
68,116.42,Internet,No
54,107.82,Multiple,Yes
33,109.91,Internet,Yes
67,86.86,Internet,No
35,104.98,Internet,No
39,98.14,Internet,No
47,44.55,Phone,No
71,88.37,Multiple,Yes
5,43.34,Multiple,No
37,108.25,Internet,No
1,35.94,Internet,No
56,118.83,Phone,No
7,66.06,Multiple,No
64,45.36,Multiple,No
8,114.21,Multiple,No
64,34.09,Phone,No
57,72.31,Multiple,Yes
28,99.32,Phone,No
26,58.51,Internet,No
34,77.6,Internet,Yes
22,93.04,Multiple,No
20,115.68,Multiple,Yes
14,39.24,Multiple,Yes
23,44.15,Multiple,Yes
67,75.8,Internet,No
19,67.66,Multiple,Yes
39,66.97,Phone,No
37,56.73,Internet,No
1,80.46,Phone,Yes
19,109.5,Multiple,No
15,44.48,Multiple,No
1,49.38,Phone,No
31,90.37,Internet,Yes
52,35.06,Internet,No
43,90.64,Internet,Yes
46,58.3,Internet,Yes
50,62.21,Phone,No
20,66.5,Phone,No
62,61.46,Internet,Yes
43,105.71,Phone,No
5,115.15,Internet,Yes
66,79.32,Internet,Yes
12,82.37,Multiple,No
57,36.34,Multiple,No
60,94.19,Multiple,No
55,82.57,Phone,No
71,34.54,Phone,No
66,47.86,Multiple,Yes
27,48.17,Internet,No
28,45.39,Internet,Yes
37,89.28,Multiple,No
19,113.56,Phone,No
51,98.67,Internet,No
13,72.96,Phone,No
45,66.36,Internet,No
6,64.78,Phone,No
1,84.11,Phone,Yes
25,62.33,Internet,No
26,50.35,Multiple,No
13,84.26,Multiple,No
19,65.16,Multiple,No
10,31.27,Internet,No
45,32.0,Multiple,No
71,54.67,Internet,No
15,76.12,Internet,No
31,61.88,Phone,No
8,32.16,Multiple,No
30,50.08,Internet,Yes
1,38.68,Multiple,No
16,115.38,Multiple,No
11,58.16,Internet,No
27,31.33,Multiple,Yes
40,89.45,Internet,No
44,50.92,Phone,Yes
70,81.01,Internet,Yes
57,43.57,Multiple,No
48,118.56,Multiple,No
40,117.32,Internet,No
39,89.04,Internet,Yes
3,93.65,Phone,Yes
55,68.33,Internet,No
1,116.6,Multiple,No
23,68.14,Multiple,No
67,51.55,Multiple,No
62,40.38,Multiple,No
34,48.73,Multiple,No
17,81.5,Internet,Yes
48,52.06,Internet,No
53,88.88,Internet,Yes
61,64.4,Multiple,No
11,109.82,Internet,No
15,80.26,Multiple,No
11,86.03,Multiple,No
7,80.09,Multiple,Yes
47,109.7,Phone,No
8,35.71,Phone,No
5,36.06,Internet,No
66,93.16,Multiple,No
63,99.12,Multiple,No
21,69.02,Phone,No
71,61.71,Internet,No
12,55.02,Multiple,No
11,51.1,Phone,No
54,112.08,Multiple,No
10,56.56,Internet,No
16,88.33,Multiple,No
15,100.84,Internet,No
58,31.98,Internet,No
4,33.05,Internet,No
22,59.98,Multiple,Yes
35,92.64,Internet,No
14,53.47,Multiple,No
31,30.13,Internet,Yes
70,55.93,Multiple,No
11,38.11,Phone,No
36,49.75,Internet,No
24,59.99,Phone,No
40,41.53,Internet,No
42,93.57,Internet,No
21,53.03,Phone,No
51,89.5,Multiple,No
55,83.91,Internet,No
4,110.82,Internet,Yes
62,37.91,Internet,No
25,49.31,Internet,No
70,107.87,Phone,No
14,103.99,Multiple,No
41,47.29,Internet,No
57,39.7,Multiple,Yes
38,107.06,Phone,No
62,46.03,Internet,No
41,108.4,Multiple,Yes
45,116.5,Internet,No
16,49.87,Phone,Yes
19,105.63,Phone,Yes
37,68.14,Multiple,No
61,100.99,Phone,No
26,66.67,Multiple,No
64,36.34,Phone,No
13,94.14,Internet,No
34,43.56,Internet,No
23,113.43,Phone,No
20,67.6,Internet,Yes
54,37.38,Multiple,No
58,50.56,Multiple,No
59,107.63,Internet,No
20,58.9,Multiple,Yes
39,107.07,Multiple,No
32,45.51,Phone,No
41,72.14,Internet,No
69,109.04,Phone,No
68,34.36,Phone,No
21,57.38,Multiple,No
24,111.89,Internet,No
16,83.69,Multiple,No
32,94.46,Multiple,Yes
26,105.79,Phone,No
3,77.12,Internet,No
7,106.08,Multiple,Yes
16,87.49,Phone,No
53,91.71,Multiple,No
4,43.76,Internet,Yes
45,114.51,Multiple,No
32,101.65,Multiple,No
58,52.88,Internet,No
13,82.2,Phone,No
22,63.88,Phone,No
44,89.44,Phone,No
44,119.44,Multiple,No
30,34.12,Phone,Yes
23,115.73,Phone,No
12,36.52,Multiple,No
14,71.47,Internet,No
36,73.39,Multiple,No
45,54.19,Internet,No
24,81.0,Internet,No
3,105.06,Internet,No
51,56.46,Internet,No
55,36.34,Multiple,No
38,86.91,Phone,No
20,97.66,Phone,No
2,115.91,Internet,Yes
26,44.36,Phone,No
2,111.12,Multiple,No
67,73.39,Internet,No
42,51.22,Phone,No
40,116.65,Internet,No
9,51.46,Phone,Yes
2,96.01,Phone,No
28,100.64,Internet,No
3,68.75,Multiple,No
16,92.1,Internet,Yes
4,81.52,Internet,No
23,47.28,Multiple,Yes
6,98.39,Phone,Yes
55,113.52,Internet,No
8,73.98,Internet,No
64,119.49,Multiple,No
67,68.52,Phone,Yes
41,73.18,Internet,No
40,90.65,Internet,Yes
27,46.72,Internet,No
39,111.18,Internet,No
53,102.11,Multiple,No
40,108.52,Internet,No
52,84.86,Phone,No
37,109.54,Phone,No
67,91.2,Multiple,No
19,76.04,Multiple,No
34,113.86,Multiple,Yes
66,69.57,Multiple,No
10,75.05,Multiple,No
52,45.26,Multiple,No
42,115.29,Multiple,No
60,49.89,Phone,Yes
2,48.13,Multiple,No
1,39.11,Internet,No
50,70.8,Phone,No
36,54.63,Phone,No
22,96.67,Multiple,No
36,57.68,Phone,No
3,94.87,Phone,No
44,47.64,Internet,No
16,50.7,Multiple,No
11,102.56,Internet,No
10,63.4,Multiple,Yes
51,40.06,Multiple,No
42,116.53,Multiple,Yes
25,45.97,Internet,No
6,43.52,Multiple,No
44,62.25,Phone,No
8,38.61,Phone,No
34,44.01,Internet,No
41,106.18,Phone,No
1,45.44,Internet,No
3,40.03,Phone,No
52,109.2,Phone,No
43,69.94,Multiple,Yes
47,44.14,Multiple,No
19,82.34,Multiple,No
70,33.74,Internet,Yes
47,68.46,Internet,No
5,83.13,Internet,No
64,116.14,Internet,No
45,59.38,Internet,No
64,98.85,Phone,No
45,41.94,Phone,Yes
36,69.02,Internet,No
9,50.08,Internet,No
23,74.32,Multiple,No
32,67.55,Multiple,No
45,118.18,Internet,Yes
28,112.57,Internet,Yes
52,82.4,Multiple,No
11,45.89,Multiple,No
19,80.13,Phone,No
64,101.29,Phone,No
65,33.42,Phone,Yes
57,69.06,Multiple,No
66,33.84,Internet,No
4,51.96,Internet,No
29,38.29,Multiple,No
4,116.45,Multiple,Yes
1,45.19,Internet,Yes
18,43.51,Phone,No
13,117.48,Multiple,No
70,76.44,Internet,No
49,98.22,Multiple,No
47,59.46,Phone,No
30,77.96,Multiple,No
27,30.62,Internet,No
28,66.79,Phone,No
2,79.96,Internet,No
20,76.3,Multiple,No
24,66.52,Internet,Yes
44,100.91,Phone,No
21,75.15,Internet,No
22,87.25,Multiple,No
58,46.62,Phone,No
11,107.54,Phone,No
53,62.66,Phone,No
9,73.39,Phone,Yes
67,61.7,Phone,No
52,110.27,Internet,No
13,111.07,Multiple,No
1,50.19,Multiple,No
44,97.74,Multiple,Yes
24,39.26,Phone,Yes
5,32.69,Multiple,No
66,105.29,Internet,No
20,41.81,Multiple,No
64,43.93,Internet,No
15,84.59,Phone,No
68,103.51,Multiple,No
54,47.06,Phone,No
11,40.28,Multiple,No
23,36.96,Multiple,No
1,32.24,Multiple,No
42,40.48,Multiple,No
47,114.84,Phone,No
68,38.58,Internet,No
38,83.78,Multiple,Yes
2,112.89,Phone,No
45,86.5,Multiple,No
27,32.95,Multiple,No
61,83.68,Phone,No
11,111.28,Phone,No
69,59.03,Multiple,No
29,58.23,Phone,No
25,52.4,Phone,No
54,75.5,Internet,No
48,51.41,Multiple,No
46,95.14,Multiple,Yes
41,88.04,Internet,No
41,66.07,Multiple,No
61,95.03,Internet,No
11,38.86,Multiple,Yes
44,97.46,Phone,No
32,84.26,Internet,No
49,86.71,Multiple,Yes
6,35.82,Internet,No
57,85.63,Phone,No
6,74.47,Internet,No
47,73.73,Internet,No
63,58.97,Phone,No
49,30.69,Multiple,No
22,68.04,Multiple,No
67,66.08,Internet,No
19,68.05,Multiple,No
55,85.08,Phone,No
34,56.99,Multiple,No
41,54.24,Phone,No
7,74.8,Phone,No
57,83.31,Internet,No
16,81.06,Multiple,No
59,109.35,Multiple,No
38,99.22,Phone,No
9,34.7,Phone,No
34,80.71,Multiple,Yes
46,67.6,Multiple,Yes
37,62.49,Multiple,No
43,116.21,Phone,No
47,71.11,Internet,Yes
6,94.75,Multiple,No
38,117.04,Phone,No
61,43.59,Internet,No
4,34.92,Internet,No
5,58.23,Internet,No
70,34.0,Multiple,No
60,40.51,Multiple,Yes
56,119.25,Multiple,No
59,116.42,Internet,No
7,92.22,Internet,No
68,97.77,Phone,No
31,42.64,Internet,No
48,83.57,Phone,Yes
42,43.9,Phone,No
30,64.05,Phone,No
51,61.08,Multiple,No
35,85.26,Internet,No
62,37.17,Multiple,Yes
51,39.31,Internet,No
50,84.89,Internet,Yes
30,87.25,Phone,No
19,60.59,Multiple,No
50,43.22,Phone,No
54,109.75,Internet,No
4,34.77,Phone,No
12,94.56,Multiple,No
15,42.6,Multiple,No
15,87.36,Multiple,No
10,89.73,Phone,No
61,102.38,Multiple,Yes
19,65.55,Multiple,Yes
53,31.96,Phone,No
57,102.99,Internet,No
9,69.97,Phone,No
29,106.24,Multiple,No
7,99.84,Phone,No
17,74.85,Phone,No
16,119.95,Phone,Yes
71,71.59,Internet,No
38,92.69,Phone,Yes
47,90.28,Multiple,No
